ST	penA	mtrR	porB	ponA	gyrA	parC	23S	NG-STAR_CC
7205	1.029	10	100	100	100	89	100	2962
7206	100.001	833	100	100	100	2	100	1958
7207	11.001	54	100	1	7	20	100	1641
7208	13.001	22	100	1	34	93	100	2473
7209	13.001	25	13	1	7	43	100	7306
7210	13.001	54	14	100	7	20	100	6696
7211	13.001	54	100	100	7	6	100	1340
7212	13.001	122	8	100	7	6	100	1340
7213	16.002	122	100	100	7	20	100	6696
7214	16.002	122	1	100	7	6	100	1340
7215	16.002	5	13	100	7	20	100	6696
7216	16.002	10	100	100	7	22	100	1367
7217	16.002	10	54	100	7	20	100	6696
7219	16.002	18	100	100	1	49	100	464
7220	16.002	18	100	100	1	18	100	896
7221	16.002	18	13	100	1	49	100	7220
7222	16.002	18	100	100	1	15	100	464
7223	16.002	40	100	100	7	20	100	6696
7224	16.002	47	19	100	7	3	100	5070
7225	16.002	54	1	100	7	55	100	6914
7226	16.002	54	13	100	100	1	100	2873
7228	16.002	54	13	100	7	26	100	6945
7229	16.002	54	13	100	1	18	100	2209
7230	16.002	54	14	100	1	4	102	625
7231	16.002	54	14	100	7	4	100	5817
7232	16.002	54	14	100	7	4	102	3596
7233	16.002	54	14	100	7	26	100	6696
7234	16.002	54	35	100	7	20	100	6696
7235	16.002	54	100	100	7	26	100	5817
7237	16.002	89	13	100	7	18	100	4645
7238	16.002	89	14	100	100	4	100	1203
7239	16.002	89	14	100	7	4	100	719
7240	16.002	89	100	100	7	4	100	719
7241	16.002	89	100	100	7	18	100	719
7242	16.002	89	100	100	7	20	100	719
7243	16.002	89	100	100	7	26	100	719
7244	16.002	89	100	100	7	59	98	7240
7246	16.002	133	3	100	7	20	100	6696
7247	16.002	164	13	100	100	2	100	56
7248	16.002	281	13	100	7	20	100	6696
7249	13.015	54	14	100	7	6	100	4544
7250	14.001	10	3	1	1	22	6	4614
7251	14.001	10	14	10	7	7	100	1586
7252	14.001	10	100	1	1	10	100	1054
7253	14.001	18	13	100	7	24	100	1662
7255	14.001	18	100	100	7	20	100	1662
7256	14.001	54	14	100	15	20	100	6696
7257	14.001	89	14	100	7	20	100	1203
7258	14.001	163	13	100	100	2	101	3478
7259	14.001	169	100	1	100	2	100	432
7260	14.001	332	13	1	7	1	100	1603
7261	14.001	770	100	100	7	20	100	1308
7262	14.001	801	14	100	1	22	100	1362
7264	14.001	786	100	100	1	22	100	1271
7265	14.001	788	13	1	7	7	100	1586
7266	14.001	817	100	100	1	22	100	1271
7267	14.001	837	11	100	1	22	100	1362
7268	14.034	18	14	100	7	24	100	1308
7269	14.035	163	3	100	100	2	100	520
7270	14.035	10	100	100	100	2	100	1958
7272	14.037	18	14	100	100	100	100	1888
7273	153.001	18	1	100	100	1	100	4960
7274	153.001	797	100	100	100	1	100	4960
7275	159.001	787	100	1	1	22	100	4749
7276	166.001	1	100	100	7	26	100	3333
7278	166.001	5	14	100	7	4	100	3333
7279	166.001	18	14	100	7	20	100	1308
7280	166.001	18	14	100	7	4	100	3333
7281	166.001	40	13	100	7	3	100	436
7282	166.001	40	55	100	7	4	100	427
7283	166.001	47	14	100	7	3	100	5375
7284	166.001	89	14	100	7	20	100	1203
7285	166.001	89	100	100	7	22	100	719
7287	166.001	587	14	100	7	3	100	5375
7288	166.001	828	100	100	7	20	100	3333
7289	166.001	828	100	100	7	4	100	427
7290	166.004	1	100	100	7	26	100	Ungroupable
7291	18.001	54	100	1	1	3	100	2482
7292	18.001	69	1	1	1	3	100	2482
7293	18.001	122	100	100	7	6	100	1340
7294	18.001	122	14	100	7	6	100	1340
7296	18.001	755	100	100	1	20	100	6924
7297	19.001	4	13	1	7	7	100	1096
7298	19.001	4	13	100	7	4	100	426
7299	19.001	9	100	100	1	4	100	1771
7300	19.001	10	14	100	7	3	100	6927
7301	19.001	10	100	100	1	20	100	1271
7302	19.001	10	14	100	7	131	100	Ungroupable
7303	19.001	18	100	100	7	15	100	309
7305	19.001	18	100	100	1	20	100	7301
7306	19.001	25	13	1	7	15	100	309
7307	19.001	38	55	1	7	3	100	1096
7308	19.001	47	8	1	7	4	100	433
7309	19.001	47	13	100	7	3	100	3099
7310	19.001	47	100	1	38	26	100	1097
7311	19.001	47	100	100	7	17	100	433
7312	19.001	47	100	1	7	22	100	6892
7314	19.001	54	1	1	7	15	100	309
7315	19.001	54	13	100	7	78	100	6945
7316	19.001	54	13	100	7	4	100	426
7317	19.001	54	14	100	7	20	100	6696
7318	19.001	54	14	1	7	15	100	309
7319	19.001	54	100	100	7	20	100	6696
7320	19.001	54	100	100	7	26	100	1641
7321	19.001	57	100	100	7	20	100	6696
7323	19.001	69	1	100	7	20	100	7319
7324	19.001	69	14	100	7	20	100	6696
7325	19.001	89	3	100	7	4	100	719
7326	19.001	89	100	100	7	4	100	719
7327	19.001	89	100	100	7	59	100	719
7328	19.001	100	100	1	7	4	100	1632
7329	19.001	122	100	100	7	20	100	6696
7330	19.001	124	14	100	7	20	100	6696
7332	19.001	163	3	1	7	2	100	3446
7333	19.001	163	14	100	7	20	100	6696
7334	19.001	164	14	100	7	4	100	3596
7335	19.001	174	3	100	7	20	100	7319
7336	19.001	174	13	100	7	20	100	7319
7337	19.001	174	14	100	7	20	100	7319
7338	19.001	254	13	100	7	15	100	1096
7339	19.001	274	100	100	7	3	100	436
7341	19.001	368	100	100	7	4	100	719
7342	19.001	393	14	1	7	100	100	Ungroupable
7343	19.001	394	14	1	7	100	100	1223
7344	19.001	470	100	1	7	15	100	309
7345	19.001	481	14	1	7	8	100	1223
7346	19.001	486	100	100	100	1	100	1645
7347	19.001	568	13	100	1	4	2	5508
7348	19.001	703	3	100	100	49	100	Ungroupable
7350	19.001	805	4	100	1	22	100	1092
7351	19.001	794	3	1	7	26	100	567
7353	19.001	809	100	100	1	22	100	559
7354	19.001	809	100	100	1	4	100	1771
7355	19.001	813	100	100	100	1	100	1645
7356	19.001	829	13	100	1	20	100	7301
7357	19.027	10	4	100	7	55	100	Ungroupable
7359	19.029	810	13	100	100	2	100	56
7360	19.030	69	14	100	7	20	100	7317
7361	2.001	1	100	100	21	26	100	1660
7362	2.001	8	13	100	1	22	100	3574
7363	2.001	9	100	100	1	26	100	Ungroupable
7364	2.001	10	100	100	100	89	100	845
7365	2.001	10	3	100	7	103	100	4757
7366	2.001	10	14	1	1	49	100	3456
7368	2.001	10	1	1	7	1	100	7367
7369	2.001	10	100	100	7	103	100	4825
7370	2.001	10	100	100	7	59	100	1367
7371	2.001	18	1	100	100	100	100	63
7372	2.001	18	100	1	1	26	100	6880
7373	2.001	18	100	100	1	59	100	1271
7374	2.001	38	13	1	7	8	100	1096
7375	2.001	40	100	100	7	4	100	427
7377	2.001	89	13	100	7	26	100	714
7378	2.001	89	100	1	7	6	100	Ungroupable
7379	2.001	89	100	100	7	3	100	1660
7380	2.001	89	1	100	7	4	100	719
7381	2.001	171	13	100	1	90	12	4728
7382	2.001	722	13	100	1	22	100	3574
7383	2.001	791	100	100	7	1	100	1660
7384	2.001	789	13	100	7	22	100	3574
7386	2.001	811	13	1	1	26	100	208
7387	2.001	816	13	100	1	22	100	3574
7388	2.001	824	100	1	1	78	100	1962
7389	2.002	10	4	100	23	20	100	6967
7390	2.002	10	14	100	1	20	100	1271
7391	2.002	10	14	100	7	1	100	1458
7392	2.002	10	14	1	7	1	100	2036
7393	2.002	10	14	100	7	3	100	436
7395	2.002	10	100	100	1	59	1	1271
7396	2.002	10	100	100	7	59	100	719
7397	2.002	10	100	100	7	22	100	719
7398	2.002	10	100	1	7	1	100	7397
7399	2.002	10	100	1	1	18	100	1627
7400	2.002	18	100	100	7	20	100	436
7401	2.002	18	13	100	7	3	100	436
7402	2.002	18	54	100	7	26	100	2537
7404	2.002	40	100	100	7	59	100	427
7405	2.002	40	100	100	1	59	100	1271
7406	2.002	43	1	100	7	4	100	427
7407	2.002	40	14	100	7	26	100	427
7408	2.002	47	13	100	7	20	100	714
7409	2.002	54	1	100	1	18	100	2209
7410	2.002	54	4	100	7	20	100	6696
7411	2.002	54	8	100	21	26	100	7420
7413	2.002	54	13	100	7	6	100	426
7414	2.002	54	13	100	7	26	100	426
7415	2.002	54	14	100	1	4	102	577
7416	2.002	54	14	1	7	43	100	2732
7417	2.002	54	19	100	7	26	100	5817
7418	2.002	54	100	100	7	1	100	1958
7419	2.002	54	100	100	1	3	100	5817
7420	2.002	54	100	100	7	26	100	1958
7422	2.002	57	100	100	7	22	100	1367
7423	2.002	69	14	100	100	2	100	1958
7424	2.002	69	100	100	100	2	12	1958
7425	2.002	822	100	100	100	2	100	1958
7426	2.109	54	100	100	100	2	100	1958
7427	2.112	378	14	100	100	2	100	3597
7428	43.002	89	1	100	7	2	100	1139
7429	2.002	69	14	100	7	4	100	719
7431	2.002	69	100	100	7	26	100	719
7432	2.002	77	46	100	7	4	100	719
7434	2.002	89	13	100	7	3	100	719
7435	2.002	89	100	100	7	4	1	719
7436	2.002	89	100	100	7	4	12	719
7437	2.002	89	54	100	7	4	100	719
7438	2.002	89	55	100	7	20	100	719
7440	2.002	89	13	100	7	22	100	719
7441	2.002	89	9	100	7	26	100	719
7442	2.002	89	12	100	7	26	100	719
7443	2.002	89	13	100	1	26	100	714
7444	2.002	89	1	100	7	49	100	719
7445	2.002	89	100	100	1	59	100	1271
7446	2.002	89	13	100	7	78	100	719
7447	2.002	89	3	100	7	202	100	719
7449	2.002	225	13	100	7	20	100	714
7450	2.002	225	14	100	7	20	100	1203
7451	2.002	242	100	1	1	26	100	1275
7452	2.002	252	13	100	7	4	100	426
7453	2.002	252	19	100	7	4	100	719
7454	2.002	274	14	100	7	4	100	719
7455	2.002	274	13	100	7	26	100	714
7456	2.002	284	100	100	7	4	100	719
7458	2.002	307	14	100	7	4	100	719
7459	2.002	344	100	100	1	59	100	1271
7460	2.002	592	13	100	7	26	100	714
7461	2.002	638	3	100	7	4	100	719
7462	2.002	642	13	100	55	26	100	4645
7463	2.002	642	3	100	7	26	100	1661
7464	2.002	793	100	100	100	100	100	1958
7465	2.002	798	100	100	7	4	100	719
7467	2.002	783	100	100	1	3	100	1271
7468	2.002	784	100	1	7	20	100	430
7469	2.002	785	100	100	1	59	100	1271
7470	2.002	802	3	100	7	4	100	719
7471	2.002	803	100	100	7	3	100	436
7472	2.002	806	19	100	7	4	100	719
7473	2.002	807	100	100	7	4	100	719
7474	2.002	814	13	100	1	4	100	1771
7476	2.002	825	100	100	1	22	100	1271
7477	2.002	826	13	100	1	59	100	1051
7478	2.002	830	14	100	7	4	100	719
7479	2.002	831	1	100	15	20	100	6102
7480	2.002	832	100	100	7	3	100	436
7481	2.008	813	13	1	7	22	100	6992
7482	2.008	89	55	1	7	20	100	1664
7483	2.008	9	100	100	100	100	100	845
7485	2.014	54	14	1	7	20	100	1664
7486	2.106	378	3	100	1	4	100	6839
7487	2.107	18	100	100	7	4	100	3333
7488	2.108	10	14	1	1	4	100	1627
7489	2.110	54	13	1	1	20	100	6904
7490	2.110	54	100	1	1	20	100	1641
7491	2.110	54	1	1	1	20	100	6904
7492	2.111	40	3	100	7	4	100	427
7494	2.114	54	14	1	7	22	100	6992
7495	2.115	10	14	100	1	102	100	1890
7496	2.116	40	13	100	100	4	100	426
7497	22.001	827	19	1	1	49	100	4718
7498	273.001	18	13	100	7	4	100	426
7499	273.001	18	100	100	7	18	100	3938
7500	273.001	18	14	100	7	24	100	1308
7501	273.001	18	13	100	1	24	100	Ungroupable
7503	273.001	40	14	100	7	3	100	436
7504	273.001	40	100	100	7	4	100	427
7505	273.001	89	100	100	7	4	100	719
7506	273.001	89	14	100	7	4	100	719
7507	273.001	89	100	1	1	20	100	Ungroupable
7508	273.001	174	14	100	7	4	100	1203
7509	273.001	796	100	100	7	18	100	7499
7510	273.001	812	13	100	7	4	100	Ungroupable
7512	3.001	69	4	100	1	18	100	Ungroupable
7513	3.001	89	100	100	7	78	100	719
7515	322.001	54	100	100	100	1	100	1645
7516	322.002	54	100	100	100	1	100	1645
7517	323.001	14	100	100	100	1	100	1645
7518	324.001	89	100	100	7	4	100	719
7519	325.001	89	4	100	7	4	100	719
7521	327.001	47	1	100	1	20	100	6891
7522	329.001	8	100	100	1	22	100	1271
7523	328.001	89	1	100	7	4	100	719
7524	330.001	54	100	100	7	26	100	5817
7525	333.001	122	3	100	21	20	100	6824
7526	332.001	40	4	100	7	4	100	1124
7527	331.001	54	100	1	7	20	100	1641
7528	335.001	54	100	100	7	6	100	1340
7530	335.002	563	35	100	7	3	100	Ungroupable
7531	336.001	10	3	100	14	22	100	4763
7532	334.001	40	13	1	7	4	100	2991
7533	34.007	587	13	100	7	3	100	4529
7534	34.007	804	1	100	7	4	100	1124
7535	34.007	216	13	100	7	4	100	4529
7536	34.007	10	14	100	7	4	100	1124
7537	34.007	40	37	100	7	4	100	1124
7539	34.007	89	100	100	7	4	100	719
7540	34.007	9	100	100	1	4	100	1124
7541	34.007	40	1	100	7	20	100	1124
7542	34.007	54	1	100	7	20	100	2206
7543	34.007	40	1	100	7	131	100	1124
7544	34.007	54	16	100	7	20	100	6696
7545	34.046	40	1	100	7	4	100	1124
7546	34.047	130	1	100	1	3	100	1925
7548	43.002	65	100	100	7	6	100	1340
7549	43.002	54	13	100	7	22	100	6945
7550	43.002	54	19	100	1	22	100	559
7551	43.002	89	100	100	1	22	100	559
7552	43.002	89	100	100	7	26	100	719
7553	43.002	54	100	1	7	100	100	6904
7554	5.002	18	13	100	7	20	100	1308
7555	5.002	18	100	100	7	20	100	3938
7557	60.001	18	13	100	7	24	100	1662
7558	60.001	18	14	100	7	3	100	1308
7559	60.001	18	14	100	7	20	100	1308
7560	60.001	18	37	1	7	3	100	6342
7561	60.001	18	100	100	7	24	100	Ungroupable
7562	60.001	18	100	1	7	3	100	233
7563	60.001	18	100	100	1	20	100	7301
7564	60.001	19	13	1	1	3	1	7176
7566	60.001	54	13	100	1	20	100	7567
7567	60.001	54	14	100	1	20	100	6696
7568	60.001	69	14	100	7	20	100	7317
7569	60.001	89	12	1	7	98	100	1143
7570	60.001	89	13	1	7	3	100	233
7571	60.001	89	13	1	1	3	1	5793
7572	60.001	89	13	100	7	3	1	5793
7573	60.001	89	13	100	7	4	100	719
7575	60.001	89	14	1	7	3	1	5793
7576	60.001	89	14	1	7	20	100	1202
7577	60.001	89	14	1	7	59	100	7579
7578	60.001	89	14	100	7	3	100	1203
7579	60.001	89	14	100	7	20	100	1203
7580	60.001	89	14	100	7	26	100	1203
7581	60.001	89	50	100	7	4	100	719
7582	60.001	89	55	100	1	4	100	6155
7584	60.001	124	14	100	1	20	100	1659
7585	60.001	124	100	100	1	20	100	715
7586	60.001	174	14	100	7	20	100	1202
7587	60.001	174	14	1	7	3	100	6342
7588	60.001	174	100	1	7	20	100	1676
7589	60.001	174	100	100	7	20	2	1676
7590	60.001	174	100	100	21	20	100	1676
7591	60.001	245	13	1	7	3	100	233
7593	60.001	759	13	1	7	3	100	233
7594	60.001	773	8	100	7	4	1	Ungroupable
7199	1.001	19	13	1	7	3	1	7176
2746	12.001	22	12	1	34	93	100	2473
3628	12.001	89	13	100	7	4	100	719
7218	16.002	10	13	100	7	26	100	4645
6729	16.002	18	100	100	7	20	100	6696
7227	16.002	54	13	100	1	4	102	Ungroupable
7236	16.002	82	14	100	7	20	100	6696
7245	16.002	89	100	100	21	20	100	1658
7254	14.001	18	14	100	7	24	100	1662
7263	14.001	14	19	100	100	2	100	463
7271	14.036	10	13	100	1	4	100	1771
7277	166.001	1	100	100	7	4	100	427
7286	166.001	174	100	100	7	3	100	436
7295	18.001	307	8	1	1	26	100	2482
7304	19.001	18	13	100	7	3	100	1350
7313	19.001	49	1	100	7	20	100	7319
7322	19.001	69	13	1	7	15	100	309
7331	19.001	163	3	1	7	22	100	3446
7340	19.001	368	13	1	7	18	100	1096
7349	19.001	722	3	1	7	49	100	248
7352	19.001	808	4	100	1	22	100	1092
7358	19.028	69	100	100	7	20	100	7319
7367	2.001	10	13	1	7	1	100	5208
7376	2.001	54	13	1	7	1	100	7367
7385	2.001	795	4	100	1	59	100	1345
7394	2.002	10	54	100	7	4	100	719
7403	2.002	18	13	100	1	59	100	1051
7412	2.002	54	12	1	7	55	100	5994
7421	2.002	57	1	100	7	22	100	7397
7430	2.002	69	14	100	1	22	100	1271
7433	2.002	89	3	100	1	1	100	1661
7439	2.002	89	3	100	7	20	100	719
7448	2.002	163	100	100	7	4	100	719
7457	2.002	307	100	100	7	4	100	719
7466	2.002	799	19	100	7	3	100	6961
7475	2.002	823	3	100	7	4	100	719
7484	2.008	54	100	1	23	20	100	6904
7493	2.113	708	100	100	1	4	100	1771
7502	273.001	19	100	1	7	3	1	430
7511	3.001	838	8	1	1	18	100	6230
7514	3.003	800	1	100	7	20	100	6102
7520	326.001	38	13	1	7	3	100	1096
7529	335.002	54	100	1	7	20	100	1641
2477	34.007	40	11	100	7	4	100	1124
7538	34.007	40	100	100	7	4	99	1124
7547	43.002	54	100	1	7	4	100	6904
2875	43.002	122	3	100	7	6	100	1340
7556	60.001	1	13	100	7	4	100	426
7565	60.001	40	13	1	7	3	1	5793
7574	60.001	89	13	100	1	20	100	7567
7583	60.001	124	14	1	1	20	100	1659
7592	60.001	249	13	100	7	4	100	714
7595	60.001	818	13	1	7	20	100	Ungroupable
7596	43.013	713	100	100	7	20	100	1658
7597	100.020	18	14	1	7	20	100	1304
7598	60.003	174	100	100	7	20	100	7319
7599	60.003	174	14	100	34	20	100	7337
7600	60.003	174	14	100	7	20	100	1676
7601	60.005	10	100	100	7	202	100	1367
7602	67.005	40	100	100	7	4	100	427
7603	9.001	1	13	1	7	22	100	958
7604	9.001	1	13	100	1	3	100	377
7605	9.001	89	13	1	1	3	100	377
7606	9.001	122	3	100	21	20	100	6824
7607	9.001	174	14	100	7	20	100	1676
7608	9.001	276	100	1	1	49	100	1054
7609	9.001	793	3	100	7	20	100	6824
7610	9.001	820	100	1	1	22	2	5585
7611	9.001	100	3	100	7	103	100	4757
7612	9.001	815	1	1	7	20	100	Ungroupable
7613	9.001	815	13	1	7	20	100	268
7614	9.001	819	100	1	1	22	100	1054
7615	9.016	69	19	1	1	22	100	1623
7616	9.017	821	19	1	1	22	100	1623
7617	5.002	39	100	1	7	3	100	199
7618	13.001	25	14	1	7	43	100	Ungroupable
7619	34.007	9	3	100	7	3	100	-
7620	337.001	9	1	100	7	3	100	-
7621	166.001	641	14	100	7	100	100	-
7622	2.002	89	14	100	7	22	100	-
7623	2.001	40	100	100	100	1	100	-
7624	14.001	10	3	100	1	228	100	-
7625	282.001	222	1	1	7	3	2	-
7626	166.001	840	14	100	7	7	100	-
7627	18.001	1	1	1	100	2	100	-
7628	34.049	305	100	100	100	4	100	-
7629	198.004	587	1	100	7	3	2	-
7630	14.001	841	3	100	100	7	100	-
7631	166.001	15	14	100	100	7	6	-
7632	2.001	39	1	1	100	2	100	-
7633	242.003	842	1	1	7	3	100	-
7634	34.007	39	100	100	7	100	100	-
7635	73.001	39	1	100	1	90	1	-
7636	5.002	222	1	1	100	3	2	-
7637	2.001	10	1	100	100	2	100	-
7638	14.001	5	100	100	100	1	100	-
7639	2.001	16	8	1	100	2	100	-
7640	22.001	10	13	1	100	100	100	-
7641	2.002	19	78	1	100	2	100	-
7642	12.001	19	8	1	100	1	100	-
7643	22.001	10	4	100	100	7	100	-
7644	19.001	1	13	1	100	2	100	-
7645	2.006	88	13	100	100	1	100	-
7646	2.006	10	13	100	100	1	12	-
7647	2.001	19	8	1	100	1	100	-
7648	2.001	22	8	1	100	1	100	-
7649	2.002	22	30	1	100	1	100	-
7650	19.001	10	14	100	100	7	100	-
7651	4.001	10	14	100	100	7	100	-
7652	22.001	16	8	1	100	2	100	-
7653	2.002	22	8	1	100	2	100	-
7654	22.001	19	6	1	100	2	15	-
7655	22.001	19	5	1	100	2	15	-
7656	22.001	25	4	1	100	1	100	-
7657	22.001	36	8	1	100	1	100	-
7658	22.001	57	1	100	100	2	100	-
7659	22.001	57	14	100	100	2	100	-
7660	22.001	550	8	100	100	2	100	-
7661	2.002	25	13	100	100	100	100	-
7662	2.002	57	1	100	100	2	100	-
7663	19.001	18	30	1	100	1	62	-
7664	1.001	57	14	100	100	2	100	-
7665	4.001	21	100	1	100	1	100	-
7666	4.001	25	8	1	100	2	100	-
7667	12.001	724	13	1	5	3	100	-
7668	4.001	20	1	100	100	100	100	-
7669	2.008	10	3	100	100	2	100	-
7670	22.001	550	13	100	100	2	100	-
7671	12.001	1	8	1	3	1	100	-
7672	2.002	225	8	100	1	4	100	-
7673	2.001	36	8	1	100	100	100	-
7674	203.001	22	8	1	100	2	100	-
7675	2.006	10	13	100	100	1	100	-
7676	2.002	536	4	100	100	2	100	-
7677	19.001	25	14	1	100	2	6	-
7678	88.001	19	3	100	7	3	100	-
7679	19.001	25	8	1	7	15	100	-
7680	1.001	843	5	1	100	2	100	-
7681	22.001	844	14	1	100	2	100	-
7682	14.001	845	1	100	100	7	100	-
7683	14.001	845	14	100	100	7	100	-
7684	338.001	122	8	1	7	3	100	-
7685	60.001	1	8	1	23	3	2	-
7686	34.041	664	8	1	1	18	100	-
7687	5.002	846	1	1	7	3	100	-
7688	5.002	847	1	1	7	3	100	-
7689	5.029	222	1	1	7	3	100	-
7690	166.001	40	1	100	7	26	100	-
7691	184.001	305	100	100	100	4	100	-
7692	60.001	848	4	1	7	3	100	-
7693	13.001	19	8	1	7	62	100	-
7694	43.001	19	8	1	7	115	100	-
7695	205.001	33	8	1	2	9	100	-
7696	34.007	40	11	100	7	84	100	-
7697	13.002	1	8	1	7	181	100	-
7698	18.001	1	12	1	1	181	100	-
7699	60.001	1	12	1	7	181	100	-
7700	34.007	40	11	100	7	181	100	-
7701	21.001	1	9	1	7	92	100	-
7702	13.001	1	13	1	15	82	100	-
7703	10.001	47	8	1	7	47	100	-
7704	13.002	25	4	1	7	82	100	-
7705	13.001	1	13	1	15	181	100	-
7706	205.001	22	8	1	34	93	100	-
7707	13.001	19	8	1	34	93	100	-
7708	60.001	174	100	1	7	3	100	-
7709	10.006	22	4	1	1	52	100	-
7710	10.006	19	8	1	1	9	100	-
7711	334.001	1	13	1	7	3	100	-
7712	10.003	19	8	1	1	9	100	-
7713	14.001	597	3	100	100	7	100	-
7714	166.005	40	14	100	7	26	100	-
7715	5.002	597	3	1	7	3	100	-
7716	34.001	1	71	1	1	3	100	-
7717	3.005	39	100	100	7	100	100	-
7718	167.001	16	10	1	1	10	2	-
7719	2.001	1	100	100	7	4	2	-
7720	34.001	1	1	100	100	3	100	-
7721	339.001	39	12	100	77	229	100	-
7722	34.001	407	3	100	7	3	100	-
7723	338.001	774	8	1	7	3	100	-
7724	93.001	25	62	100	100	100	2	-
7725	10.006	247	12	1	7	15	100	-
7726	15.001	1	8	1	7	3	2	-
7727	18.001	36	8	1	2	1	2	-
7728	2.001	670	3	100	100	100	1	-
7729	34.007	40	4	100	7	3	100	-
7730	44.001	16	100	1	1	3	100	-
7731	2.061	39	1	100	100	100	100	-
7732	34.007	122	55	100	7	6	100	-
7733	2.001	40	1	100	7	20	100	-
7734	2.002	54	4	100	1	18	100	-
7735	2.002	19	13	100	1	4	100	-
7736	2.001	1	11	100	100	100	2	-
7737	9.001	1	12	1	1	22	2	-
7738	41.001	1	11	1	1	3	1	-
7739	10.001	1	100	1	1	47	2	-
7740	60.001	19	11	1	21	15	55	-
7741	2.002	57	14	100	1	22	100	-
7742	16.002	54	14	100	1	59	100	-
7743	12.001	159	13	1	16	49	100	-
7744	2.001	1	1	1	47	2	100	-
7745	93.001	1	1	1	100	2	93	-
7746	43.002	1	1	1	7	3	100	-
7747	93.001	222	1	1	7	3	100	-
7748	2.079	772	1	1	7	3	100	-
7749	268.001	122	1	100	7	3	100	-
7750	22.024	15	100	100	100	7	100	-
7751	16.002	89	14	100	7	18	100	-
7752	93.001	69	3	100	100	100	100	-
7753	93.001	520	3	100	100	100	100	-
7754	34.007	1	1	100	7	133	100	-
7755	2.001	9	54	100	100	175	100	-
7756	60.001	22	11	1	34	213	100	-
7757	60.001	1	31	1	34	93	100	-
7758	60.001	22	11	1	7	3	100	-
7759	60.001	22	8	1	7	3	100	-
7760	60.001	33	100	13	7	5	100	-
7761	60.001	19	12	1	34	3	100	-
7762	60.001	22	8	1	2	3	97	-
7763	93.001	1	1	1	100	2	100	-
7764	14.001	854	3	100	100	7	100	-
7765	14.038	512	3	100	100	7	100	-
7766	14.001	512	3	100	80	7	100	-
7767	332.001	772	14	100	7	26	100	-
7768	60.001	19	12	1	78	3	100	-
7769	10.001	33	12	1	2	204	100	-
7770	10.001	18	13	1	7	204	100	-
7771	10.008	47	100	1	7	3	100	-
7772	60.001	200	14	1	1	20	100	-
7773	5.002	36	8	1	1	3	2	-
7774	2.001	39	85	100	7	4	100	-
7775	2.002	618	100	100	10	2	100	-
7776	2.002	122	12	100	7	6	100	-
7777	166.001	122	3	1	7	3	100	-
7778	166.001	40	1	100	100	26	100	-
7779	34.038	22	4	1	1	52	100	-
7780	44.001	16	3	1	1	90	2	-
7781	101.001	25	17	1	2	4	2	-
7782	15.001	142	100	100	100	234	100	-
7783	34.007	122	14	100	7	3	100	-
7784	2.105	39	3	100	100	100	100	-
7785	2.002	122	100	100	7	4	100	-
7786	5.002	24	1	1	7	3	100	-
7787	5.002	60	3	100	1	3	100	-
7788	5.002	512	3	100	7	3	100	-
7789	14.001	29	100	100	7	7	100	-
7790	2.001	856	3	100	100	3	2	-
7791	34.007	307	100	1	1	3	100	-
7792	72.006	512	3	100	7	3	100	-
7793	2.001	857	14	1	100	2	100	-
7794	14.001	39	8	100	100	2	100	-
7795	14.039	130	3	100	100	2	100	-
7796	2.002	89	100	100	7	202	100	-
7797	34.007	512	3	100	100	3	100	-
7798	2.001	39	100	100	100	1	2	-
7799	9.001	9	10	100	7	100	100	-
7800	140.002	512	3	100	100	7	100	-
7801	3.003	39	94	100	7	100	100	-
7802	5.002	858	1	1	7	3	100	-
7803	34.007	512	1	100	7	3	100	-
7804	2.001	9	11	100	100	3	100	-
7805	2.117	9	1	100	100	1	100	-
7806	67.007	1	100	100	7	3	100	-
7807	34.051	9	1	100	7	3	100	-
7808	14.001	39	100	1	7	3	100	-
7809	34.007	40	100	100	7	143	100	-
7810	2.001	39	1	1	100	20	100	-
7811	19.031	261	13	1	7	3	100	-
7812	3.003	39	1	100	7	100	100	-
7813	60.001	40	8	1	7	3	77	-
7814	5.002	222	1	1	100	3	100	-
7815	5.002	587	1	1	7	3	100	-
7816	2.001	9	1	100	100	100	41	-
7817	2.002	771	13	100	7	4	100	-
7818	15.001	855	100	100	100	2	100	-
7819	34.001	381	3	1	7	3	100	-
7820	2.001	381	1	100	7	3	100	-
7821	2.001	39	3	100	53	100	100	-
7822	34.001	1	10	1	1	25	100	-
7823	2.001	39	100	100	1	3	100	-
7824	2.002	859	100	100	10	2	100	-
7825	34.007	860	3	100	7	3	100	-
7826	34.001	381	64	100	7	3	100	-
7827	13.001	1	12	1	100	3	100	-
7828	2.001	1	100	100	7	26	2	-
7829	34.007	40	100	100	7	15	100	-
7830	166.001	356	100	100	7	2	100	-
7831	2.001	774	13	100	7	3	100	-
7832	2.002	89	1	1	7	3	100	-
7833	2.001	9	6	100	100	218	100	-
7834	34.001	407	1	100	7	3	12	-
7835	60.001	40	100	100	7	4	100	-
7836	2.001	1	8	100	7	3	100	-
7837	34.007	33	14	1	2	5	100	-
7838	9.001	1	100	1	15	55	100	-
7839	2.001	774	14	100	7	3	100	-
7840	34.019	1	4	1	1	10	100	-
7841	2.001	89	14	100	7	3	100	-
7842	14.001	512	14	100	100	7	100	-
7843	2.051	1	100	100	7	3	100	-
7844	9.001	9	1	100	7	3	100	-
7845	356.001	9	1	100	100	1	100	-
